Booking Stage,Price,Demand,Expected Revenue
Final,770,2.79678028086797,2153.5208162683366
Final,780,2.7908707904118097,2176.8792165212117
Final,790,2.6613102109257394,2102.435066631334
Final,800,2.6106816457329245,2088.5453165863396
Final,810,2.417915484478648,1958.511542427705
Final,820,2.210015905592444,1812.213042585804
Final,830,2.1385867631868907,1775.0270134451193
Final,840,2.130459554776868,1789.5860260125692
Final,850,1.9780971280990238,1681.3825588841703
Final,860,1.8639422916351736,1602.9903708062493
Final,870,1.8639422916351736,1621.6297937226009
Final,880,1.7072151479292197,1502.3493301777132
Final,890,1.6214476272232545,1443.0883882286964
Final,900,1.5779383710564705,1420.1445339508234
Final,910,1.430814749026367,1302.0414216139939
Final,920,1.4436186236566018,1328.1291337640737
Final,930,1.3906929905924743,1293.344481251001
Final,940,1.3391678145661858,1258.8177456922147
Final,950,1.2610972286950384,1198.0423672602865
Final,960,1.2610972286950384,1210.6533395472368
Final,970,1.1915789718344536,1155.83160267942
Final,980,1.1291002627407005,1106.5182574858866
Final,990,1.0712329642233653,1060.5206345811316
Final,1000,1.0523047653002005,1052.3047653002004
Middle,200,29.15583820658638,5831.167641317276
Middle,210,29.15583820658638,6122.72602338314
Middle,220,29.15583820658638,6414.284405449004
Middle,230,29.15583820658638,6705.842787514867
Middle,240,29.117107963118613,6988.105911148467
Middle,250,28.95476460451315,7238.691151128288
Middle,260,28.779210372613917,7482.594696879619
Middle,270,28.343417695015297,7652.72277765413
Middle,280,28.241270138044605,7907.5556386524895
Middle,290,27.876236895859048,8084.108699799124
Middle,300,27.58664609751675,8275.993829255025
Middle,310,27.09892840597035,8400.66780585081
Middle,320,26.71701123789628,8549.44359612681
Middle,330,26.174572377784102,8637.608884668754
Middle,340,25.868299750181,8795.22191506154
Middle,350,25.23056727901972,8830.698547656903
Middle,360,24.93374567588855,8976.148443319878
Middle,370,24.350440591603782,9009.6630188934
Middle,380,23.744407950170068,9022.875021064625
Middle,390,23.010873133458226,8974.240522048709
Middle,400,22.45411406889569,8981.645627558277
Middle,410,21.952627972864057,9000.577468874264
Middle,420,21.090722633530483,8858.103506082804
Middle,430,20.71006780008784,8905.329154037772
Middle,440,20.244143187057034,8907.423002305095
Middle,450,19.731669860585153,8879.25143726332
Middle,460,19.232037461083717,8846.73723209851
Middle,470,18.339071211042267,8619.363469189866
Middle,480,17.693258444246432,8492.764053238287
Middle,490,17.04145924702015,8350.315031039874
Middle,500,16.565803928930443,8282.901964465222
Middle,510,16.032385847896478,8176.516782427204
Middle,520,15.39831179525197,8007.122133531025
Middle,530,14.89359596212483,7893.6058599261605
Middle,540,14.06987013649827,7597.729873709066
Middle,550,13.607093997949178,7483.901698872048
Middle,560,12.97014289802102,7263.280022891771
Middle,570,12.459692025951954,7102.024454792614
Middle,580,11.87931540765322,6890.002936438867
Middle,590,11.24693231519494,6635.690065965015
Middle,600,10.848731089690364,6509.238653814218
Middle,610,10.367717590106361,6324.30772996488
Middle,620,9.7671938521095,6055.66018830789
Middle,630,9.475496363442359,5969.562708968686
Middle,640,9.065692524863644,5802.043215912732
Middle,650,8.785868433418129,5710.8144817217835
Middle,660,8.411922472428065,5551.868831802523
Middle,670,7.927294069017558,5311.287026241764
Middle,680,7.635089445414051,5191.860822881555
Middle,690,7.410101975476856,5112.970363079031
Middle,700,6.884436491146051,4819.105543802236
Middle,710,6.723638481533002,4773.783321888432
Middle,720,6.588580506832885,4743.777964919677
Middle,730,5.918858323060353,4320.766575834057
Middle,740,5.9000487394610905,4366.036067201207
Middle,750,5.39989179263646,4049.918844477345
Middle,760,5.302074806320357,4029.5768528034714
Middle,770,4.88158428327253,3758.819898119848
Middle,780,4.860528881714604,3791.212527737391
Middle,790,4.673609457732164,3692.15147160841
Middle,800,4.5875758817594985,3670.060705407599
Middle,810,4.377943574438102,3546.1342952948626
Middle,820,4.022801504325978,3298.697233547302
Middle,830,3.951372361920423,3279.6390603939512
Middle,840,3.927634351263837,3299.212855061623
Middle,850,3.6250869017640235,3081.32386649942
Middle,860,3.441542481905082,2959.7265344383704
Middle,870,3.441542481905082,2994.1419592574216
Middle,880,3.2667837090726737,2874.769663983953
Middle,890,3.1300765104430592,2785.7680942943225
Middle,900,3.0580568136669672,2752.2511323002705
Middle,910,2.797290220133922,2545.534100321869
Middle,920,2.787626780823661,2564.6166383577684
Middle,930,2.665842407084037,2479.2334385881545
Middle,940,2.5786829782554106,2423.961999560086
Middle,950,2.4543322471852047,2331.6156348259447
Middle,960,2.4543322471852047,2356.1589572977964
Middle,970,2.261206718103624,2193.3705165605156
Middle,980,2.198728009009873,2154.7534488296756
Middle,990,2.1573431217606247,2135.7696905430184
Middle,1000,2.1662342107327355,2166.2342107327354
